"","Ereignis.ID","Datum","SchaSum.MIN","SchaSum.MEDIAN","SchaSum.MAX","wgs.p95","Datensatz"
"713",9715,"1983-02-01",0.0002495,0.0038523,0.0146605,91,"sim"
"714",9716,"1983-02-01",0.3189039,0.4862886,0.9392596,96,"sim"
"715",9717,"1983-02-01",0.0023657,0.0073161,0.0255087,92,"sim"
"716",9718,"1983-02-01",0.2646386,0.3661529,0.5898057,96,"sim"
"717",9719,"1983-02-01",0.2153347,0.3211874,0.4911083,94,"sim"
"718",9720,"1983-02-01",0.5155137,0.6659283,0.9356185,97,"sim"
"719",9721,"1983-02-01",0.0110499,0.0256688,0.1358133,92,"sim"
"720",9722,"1983-02-01",0.5298687,0.7290872,1.0399318,99,"sim"
"721",9723,"1983-02-01",0.0248301,0.0523146,0.1745181,93,"sim"
"722",9724,"1983-02-01",0.4688724,0.6601989,1.0323563,95,"sim"
"723",9725,"1983-02-01",0.367336,0.5196992,0.8526,93,"sim"
"724",9726,"1983-02-01",0.750927,1.029491,2.0381053,96,"sim"
"725",9727,"1983-02-01",0.0237187,0.0539495,0.206121,91,"sim"
"726",9728,"1983-02-01",1.1375589,1.4684939,2.5340334,98,"sim"
"727",9729,"1983-02-01",0.2272314,0.367319,0.6499316,92,"sim"
